#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-05-25-22-35-45
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1779740055.279987	CxGIna37SZihnTWBdi	10.0.0.2	35061	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779740055.283497	CxGIna37SZihnTWBdi	10.0.0.2	35061	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779740055.338862	CZFr8g4L6i7IRtkoKf	10.0.0.1	37378	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779740055.341179	CZFr8g4L6i7IRtkoKf	10.0.0.1	37378	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779740655.364402	CqNOzx26XCujssH7r	10.0.0.2	55227	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779740655.366757	CqNOzx26XCujssH7r	10.0.0.2	55227	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779740655.402630	ChjVXK3sLJtXI71kfc	10.0.0.1	49153	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779740655.403699	ChjVXK3sLJtXI71kfc	10.0.0.1	49153	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779741255.325830	CiFGlN2IoI9CWvZ7v1	10.0.0.2	50955	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779741255.328746	CiFGlN2IoI9CWvZ7v1	10.0.0.2	50955	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779741255.432405	CQPlKE2HpCpO1W2Cee	10.0.0.1	43962	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779741255.435078	CQPlKE2HpCpO1W2Cee	10.0.0.1	43962	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
#close	2026-05-25-22-35-50
