#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-05-25-23-02-30
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1779741631.661131	ChjRoY1CeilB3IxIG5	10.0.0.2	47058	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779741631.665924	ChjRoY1CeilB3IxIG5	10.0.0.2	47058	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779741631.706452	CuElEa1n4H8btyrFV2	10.0.0.1	55685	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779741631.707942	CuElEa1n4H8btyrFV2	10.0.0.1	55685	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742231.689960	CzJxaO2wtpZ1ljBig8	10.0.0.2	35185	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742231.690796	CzJxaO2wtpZ1ljBig8	10.0.0.2	35185	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742231.771942	CTUGEU2GdGBQhTyIPl	10.0.0.1	33320	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742231.773388	CTUGEU2GdGBQhTyIPl	10.0.0.1	33320	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742831.678712	Cy9dkd1k2b1bXeKWRg	10.0.0.2	53719	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742831.679195	Cy9dkd1k2b1bXeKWRg	10.0.0.2	53719	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742831.802565	CrIDQu1Dq23Fm5FvO8	10.0.0.1	44190	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1779742831.803079	CrIDQu1Dq23Fm5FvO8	10.0.0.1	44190	10.0.0.254	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
#close	2026-05-25-23-02-38
